SampleWF,Sample,Study,tag,ReadsPipeline,ReadsGatherAsvs,ReadsFilterAuids.Rare,ReadsFilterAuids.NonNifH,ReadsFilterAuids.Length
Shiozaki_2017.2.DRP003762___KH.14.3.St04day.cDNA,KH.14.3.St04day.cDNA,Shiozaki_2017,Shiozaki_2017:2:DRP003762,  7403,  7403,  7091,  7091,  7091
Shiozaki_2017.2.DRP003762___KH.14.3.St04night.cDNA,KH.14.3.St04night.cDNA,Shiozaki_2017,Shiozaki_2017:2:DRP003762,  1709,  1709,  1517,  1517,  1517
Shiozaki_2017.2.DRP003762___KH.14.3.St05day.cDNA,KH.14.3.St05day.cDNA,Shiozaki_2017,Shiozaki_2017:2:DRP003762, 11269, 11269, 11269, 11269, 11269
Shiozaki_2017.2.DRP003762___KH.14.3.St05night.cDNA,KH.14.3.St05night.cDNA,Shiozaki_2017,Shiozaki_2017:2:DRP003762, 23181, 23181, 22770, 22770, 22770
Shiozaki_2017.2.DRP003762___KH.14.3.St06day.cDNA,KH.14.3.St06day.cDNA,Shiozaki_2017,Shiozaki_2017:2:DRP003762, 37219, 37219, 35552, 35552, 35552
Shiozaki_2017.2.DRP003762___KH.14.3.St06night.cDNA,KH.14.3.St06night.cDNA,Shiozaki_2017,Shiozaki_2017:2:DRP003762, 15827, 15827, 13064, 13064, 13064
Shiozaki_2017.2.DRP003762___KH.14.3.St07day.cDNA,KH.14.3.St07day.cDNA,Shiozaki_2017,Shiozaki_2017:2:DRP003762, 28497, 28497, 28497, 28497, 28497
Shiozaki_2017.2.DRP003762___KH.14.3.St07night.cDNA,KH.14.3.St07night.cDNA,Shiozaki_2017,Shiozaki_2017:2:DRP003762, 23415, 23398, 22204, 22204, 22204
Shiozaki_2017.2.DRP003762___KH.14.3.St08day.cDNA,KH.14.3.St08day.cDNA,Shiozaki_2017,Shiozaki_2017:2:DRP003762, 13850, 13737, 12860, 12860, 12860
Shiozaki_2017.2.DRP003762___KH.14.3.St08night.cDNA,KH.14.3.St08night.cDNA,Shiozaki_2017,Shiozaki_2017:2:DRP003762, 12237, 12161, 12046, 11984, 11984
Shiozaki_2017.2.DRP003762___KH.14.3.St09day.cDNA,KH.14.3.St09day.cDNA,Shiozaki_2017,Shiozaki_2017:2:DRP003762,  1329,  1047,   140,    45,    45
Shiozaki_2017.2.DRP003762___KH.14.3.St11day.cDNA,KH.14.3.St11day.cDNA,Shiozaki_2017,Shiozaki_2017:2:DRP003762,  2872,  2134,  1707,  1397,  1397
Shiozaki_2017.2.DRP003762___KH.14.3.St13day.cDNA,KH.14.3.St13day.cDNA,Shiozaki_2017,Shiozaki_2017:2:DRP003762, 31012, 30944, 30350, 30316, 30316
Shiozaki_2018GBC.1.DRP004319___KH.11.10.E15.100per.DNA,KH.11.10.E15.100per.DNA,Shiozaki_2018GBC,Shiozaki_2018GBC:1:DRP004319,   583,   569,   468,   408,   408
Shiozaki_2018GBC.1.DRP004319___KH.11.10.E15.1per.DNA,KH.11.10.E15.1per.DNA,Shiozaki_2018GBC,Shiozaki_2018GBC:1:DRP004319, 18117, 17899, 16151, 16066, 16031
Shiozaki_2018GBC.1.DRP004319___KH.11.10.E16.100per.DNA,KH.11.10.E16.100per.DNA,Shiozaki_2018GBC,Shiozaki_2018GBC:1:DRP004319, 25799, 25799, 25692, 25692, 25692
Shiozaki_2018GBC.1.DRP004319___KH.11.10.E16.25per.DNA,KH.11.10.E16.25per.DNA,Shiozaki_2018GBC,Shiozaki_2018GBC:1:DRP004319, 15094, 15094, 15094, 15094, 15094
Shiozaki_2018GBC.1.DRP004319___KH.11.10.E17.100per.DNA,KH.11.10.E17.100per.DNA,Shiozaki_2018GBC,Shiozaki_2018GBC:1:DRP004319, 16101, 16026, 15869, 15812, 15608
Shiozaki_2018GBC.1.DRP004319___KH.11.10.E17.25per.DNA,KH.11.10.E17.25per.DNA,Shiozaki_2018GBC,Shiozaki_2018GBC:1:DRP004319, 20669, 20667, 20477, 20477, 20465
Shiozaki_2018GBC.1.DRP004319___KH.11.10.E18.100per.DNA,KH.11.10.E18.100per.DNA,Shiozaki_2018GBC,Shiozaki_2018GBC:1:DRP004319,  7414,  7397,  7397,  7393,  7393
Shiozaki_2018GBC.1.DRP004319___KH.13.7.W05.100per.DNA,KH.13.7.W05.100per.DNA,Shiozaki_2018GBC,Shiozaki_2018GBC:1:DRP004319, 17017, 17017, 17017, 17017, 17017
Shiozaki_2018GBC.1.DRP004319___KH.13.7.W05.1per.DNA,KH.13.7.W05.1per.DNA,Shiozaki_2018GBC,Shiozaki_2018GBC:1:DRP004319,  3587,  3579,  3480,  3480,  3480
Shiozaki_2018GBC.1.DRP004319___KH.13.7.W05.25per.DNA,KH.13.7.W05.25per.DNA,Shiozaki_2018GBC,Shiozaki_2018GBC:1:DRP004319, 60912, 60907, 60322, 60322, 60322
Shiozaki_2018GBC.1.DRP004319___KH.13.7.W06.100per.DNA,KH.13.7.W06.100per.DNA,Shiozaki_2018GBC,Shiozaki_2018GBC:1:DRP004319,  3260,  3260,  3260,  3260,  3260
Shiozaki_2018GBC.1.DRP004319___KH.13.7.W06.25per.DNA,KH.13.7.W06.25per.DNA,Shiozaki_2018GBC,Shiozaki_2018GBC:1:DRP004319, 10744, 10744, 10668, 10668, 10668
Shiozaki_2018GBC.1.DRP004319___KH.13.7.W07.100per.DNA,KH.13.7.W07.100per.DNA,Shiozaki_2018GBC,Shiozaki_2018GBC:1:DRP004319, 45983, 45982, 45079, 45079, 45079
Shiozaki_2018GBC.1.DRP004319___KH.13.7.W07.25per.DNA,KH.13.7.W07.25per.DNA,Shiozaki_2018GBC,Shiozaki_2018GBC:1:DRP004319, 75727, 75586, 74292, 74133, 74051
Shiozaki_2018GBC.1.DRP004319___KH.13.7.W08.100per.DNA,KH.13.7.W08.100per.DNA,Shiozaki_2018GBC,Shiozaki_2018GBC:1:DRP004319, 37553, 37456, 37103, 37103, 37040
Shiozaki_2018GBC.1.DRP004319___KH.13.7.W08.1per.DNA,KH.13.7.W08.1per.DNA,Shiozaki_2018GBC,Shiozaki_2018GBC:1:DRP004319,   879,   761,   677,   657,   465
Shiozaki_2018GBC.1.DRP004319___KH.13.7.W08.25per.DNA,KH.13.7.W08.25per.DNA,Shiozaki_2018GBC,Shiozaki_2018GBC:1:DRP004319, 30165, 30160, 29076, 29076, 29076
Shiozaki_2018GBC.2.DRP004319___KH.13.7.W05.100per.RNA,KH.13.7.W05.100per.RNA,Shiozaki_2018GBC,Shiozaki_2018GBC:2:DRP004319,  6051,  6051,  5403,  5403,  5403
Shiozaki_2018GBC.2.DRP004319___KH.13.7.W06.100per.RNA,KH.13.7.W06.100per.RNA,Shiozaki_2018GBC,Shiozaki_2018GBC:2:DRP004319,  2678,  2678,  2249,  2249,  2249
Shiozaki_2018GBC.2.DRP004319___KH.13.7.W07.100per.RNA,KH.13.7.W07.100per.RNA,Shiozaki_2018GBC,Shiozaki_2018GBC:2:DRP004319,  7387,  7387,  6731,  6731,  6731
Shiozaki_2018LNO.1.DRP004241___DRR090493,DRR090493,Shiozaki_2018LNO,Shiozaki_2018LNO:1:DRP004241, 32423, 32423, 27974, 27974, 27974
Shiozaki_2018LNO.1.DRP004241___DRR090494,DRR090494,Shiozaki_2018LNO,Shiozaki_2018LNO:1:DRP004241, 20743, 20743, 18929, 18929, 18929
Shiozaki_2018LNO.1.DRP004241___DRR090495,DRR090495,Shiozaki_2018LNO,Shiozaki_2018LNO:1:DRP004241, 15042, 15042, 13602, 13602, 13602
Shiozaki_2018LNO.1.DRP004241___DRR090496,DRR090496,Shiozaki_2018LNO,Shiozaki_2018LNO:1:DRP004241, 18386, 18386, 15938, 15938, 15938
Shiozaki_2018LNO.1.DRP004241___DRR090497,DRR090497,Shiozaki_2018LNO,Shiozaki_2018LNO:1:DRP004241, 10573, 10573,  7889,  7889,  7889
Shiozaki_2018LNO.1.DRP004241___DRR090498,DRR090498,Shiozaki_2018LNO,Shiozaki_2018LNO:1:DRP004241, 49172, 49172, 48445, 48445, 48445
Shiozaki_2018LNO.1.DRP004241___DRR090499,DRR090499,Shiozaki_2018LNO,Shiozaki_2018LNO:1:DRP004241, 57282, 57282, 56627, 56627, 56627
Shiozaki_2018LNO.1.DRP004241___DRR090500,DRR090500,Shiozaki_2018LNO,Shiozaki_2018LNO:1:DRP004241, 55659, 55659, 55647, 55647, 55647
Shiozaki_2018LNO.1.DRP004241___DRR090501,DRR090501,Shiozaki_2018LNO,Shiozaki_2018LNO:1:DRP004241, 49394, 49394, 49231, 49231, 49231
Shiozaki_2018LNO.1.DRP004241___DRR090502,DRR090502,Shiozaki_2018LNO,Shiozaki_2018LNO:1:DRP004241, 30913, 30913, 29575, 29575, 29575
Shiozaki_2018LNO.1.DRP004241___DRR090503,DRR090503,Shiozaki_2018LNO,Shiozaki_2018LNO:1:DRP004241, 19590, 19590, 17494, 17494, 17494
Shiozaki_2018LNO.1.DRP004241___DRR090504,DRR090504,Shiozaki_2018LNO,Shiozaki_2018LNO:1:DRP004241, 39387, 39387, 35897, 35897, 35897
Shiozaki_2018LNO.1.DRP004241___DRR090505,DRR090505,Shiozaki_2018LNO,Shiozaki_2018LNO:1:DRP004241, 51257, 51257, 48583, 48583, 48583
Shiozaki_2018LNO.1.DRP004241___DRR090506,DRR090506,Shiozaki_2018LNO,Shiozaki_2018LNO:1:DRP004241, 12615, 12615, 11896, 11896, 11896
Shiozaki_2018LNO.1.DRP004241___DRR090507,DRR090507,Shiozaki_2018LNO,Shiozaki_2018LNO:1:DRP004241, 80861, 80861, 79886, 79886, 79886
Shiozaki_2018LNO.1.DRP004241___DRR090508,DRR090508,Shiozaki_2018LNO,Shiozaki_2018LNO:1:DRP004241,     4,     4,     0,     0,     0
Shiozaki_2018LNO.1.DRP004241___DRR090509,DRR090509,Shiozaki_2018LNO,Shiozaki_2018LNO:1:DRP004241, 25178, 25178, 22853, 22853, 22853
Shiozaki_2018LNO.1.DRP004241___DRR090510,DRR090510,Shiozaki_2018LNO,Shiozaki_2018LNO:1:DRP004241, 29520, 29520, 26271, 26271, 26271
Shiozaki_2018LNO.1.DRP004241___DRR090511,DRR090511,Shiozaki_2018LNO,Shiozaki_2018LNO:1:DRP004241, 30752, 30752, 24604, 24604, 24604
Shiozaki_2018LNO.1.DRP004241___DRR090512,DRR090512,Shiozaki_2018LNO,Shiozaki_2018LNO:1:DRP004241, 34905, 34905, 32498, 32498, 32498
Shiozaki_2020.1.DRP006696___DRR205311,DRR205311,Shiozaki_2020,Shiozaki_2020:1:DRP006696,160960,160912,151493,151493,151493
Shiozaki_2020.1.DRP006696___DRR205312,DRR205312,Shiozaki_2020,Shiozaki_2020:1:DRP006696,   115,     0,     0,     0,     0
Shiozaki_2020.1.DRP006696___DRR205313,DRR205313,Shiozaki_2020,Shiozaki_2020:1:DRP006696,  2930,  2911,  2168,  2168,  2168
Shiozaki_2020.1.DRP006696___DRR205314,DRR205314,Shiozaki_2020,Shiozaki_2020:1:DRP006696,128511,128461,128036,128036,128036
Shiozaki_2020.1.DRP006696___DRR205315,DRR205315,Shiozaki_2020,Shiozaki_2020:1:DRP006696, 10393,  1312,     0,     0,     0
Shiozaki_2020.1.DRP006696___DRR205316,DRR205316,Shiozaki_2020,Shiozaki_2020:1:DRP006696,   492,   464,     0,     0,     0
Shiozaki_2020.1.DRP006696___DRR205317,DRR205317,Shiozaki_2020,Shiozaki_2020:1:DRP006696,    18,     0,     0,     0,     0
Shiozaki_2020.1.DRP006696___DRR205318,DRR205318,Shiozaki_2020,Shiozaki_2020:1:DRP006696,114154,  3445,  2589,  2539,  2421
Shiozaki_2020.1.DRP006696___DRR205319,DRR205319,Shiozaki_2020,Shiozaki_2020:1:DRP006696,  6033,    64,     0,     0,     0
Shiozaki_2020.1.DRP006696___DRR205320,DRR205320,Shiozaki_2020,Shiozaki_2020:1:DRP006696,  8462,     0,     0,     0,     0
Shiozaki_2020.1.DRP006696___DRR205321,DRR205321,Shiozaki_2020,Shiozaki_2020:1:DRP006696,  5920,  5901,  2790,  2790,  2053
Shiozaki_2020.1.DRP006696___DRR205322,DRR205322,Shiozaki_2020,Shiozaki_2020:1:DRP006696,  7365,  5389,     0,     0,     0
Shiozaki_2020.1.DRP006696___DRR205323,DRR205323,Shiozaki_2020,Shiozaki_2020:1:DRP006696,  7243,    95,     0,     0,     0
Shiozaki_2020.1.DRP006696___DRR205324,DRR205324,Shiozaki_2020,Shiozaki_2020:1:DRP006696, 13874,   638,     0,     0,     0
Tang_2020.1.SRP214458___SRR9675236,SRR9675236,Tang_2020,Tang_2020:1:SRP214458, 23164, 22847, 22624, 22624, 22624
Tang_2020.1.SRP214458___SRR9675237,SRR9675237,Tang_2020,Tang_2020:1:SRP214458, 38167, 35309, 33999, 33984, 33984
Tang_2020.1.SRP214458___SRR9675238,SRR9675238,Tang_2020,Tang_2020:1:SRP214458, 38424, 38160, 37861, 37861, 37861
Tang_2020.1.SRP214458___SRR9675239,SRR9675239,Tang_2020,Tang_2020:1:SRP214458, 23306, 21651, 20712, 20712, 20712
Tang_2020.1.SRP214458___SRR9675240,SRR9675240,Tang_2020,Tang_2020:1:SRP214458, 31744, 25294, 25270, 25270, 25270
Tang_2020.1.SRP214458___SRR9675241,SRR9675241,Tang_2020,Tang_2020:1:SRP214458, 34553, 33978, 33978, 33978, 33978
TianjUni_2016.1.SRP266399___SRR11948576,SRR11948576,TianjUni_2016,TianjUni_2016:1:SRP266399, 35351, 34999, 34784, 34676, 34454
TianjUni_2016.1.SRP266399___SRR11948577,SRR11948577,TianjUni_2016,TianjUni_2016:1:SRP266399, 38994, 38971, 36690, 36538, 36516
TianjUni_2016.1.SRP266399___SRR11948578,SRR11948578,TianjUni_2016,TianjUni_2016:1:SRP266399, 40767, 40767, 40767, 40767, 40767
TianjUni_2016.1.SRP266399___SRR11948579,SRR11948579,TianjUni_2016,TianjUni_2016:1:SRP266399, 35420, 35362, 33641, 33626, 33525
TianjUni_2016.1.SRP266399___SRR11948580,SRR11948580,TianjUni_2016,TianjUni_2016:1:SRP266399, 42051, 42035, 42028, 42028, 42028
TianjUni_2016.1.SRP266399___SRR11948581,SRR11948581,TianjUni_2016,TianjUni_2016:1:SRP266399, 33793, 33793, 25774, 25774, 25145
TianjUni_2016.1.SRP266399___SRR11948582,SRR11948582,TianjUni_2016,TianjUni_2016:1:SRP266399, 39132, 39132, 39100, 39100, 39100
TianjUni_2016.1.SRP266399___SRR11948583,SRR11948583,TianjUni_2016,TianjUni_2016:1:SRP266399, 27992, 27992, 23227, 23227, 23227
TianjUni_2016.1.SRP266399___SRR11948584,SRR11948584,TianjUni_2016,TianjUni_2016:1:SRP266399, 36472, 36131, 35574, 35368, 35057
TianjUni_2016.1.SRP266399___SRR11948585,SRR11948585,TianjUni_2016,TianjUni_2016:1:SRP266399, 36971, 36967, 29481, 29481, 29410
TianjUni_2016.1.SRP266399___SRR11948586,SRR11948586,TianjUni_2016,TianjUni_2016:1:SRP266399, 39011, 39005, 39007, 38976, 38921
TianjUni_2016.1.SRP266399___SRR11948587,SRR11948587,TianjUni_2016,TianjUni_2016:1:SRP266399, 37741, 37737, 37570, 37570, 37562
TianjUni_2016.1.SRP266399___SRR11948588,SRR11948588,TianjUni_2016,TianjUni_2016:1:SRP266399, 39695, 39695, 39695, 39695, 39695
TianjUni_2016.1.SRP266399___SRR11948589,SRR11948589,TianjUni_2016,TianjUni_2016:1:SRP266399, 34545, 34545, 31430, 31430, 31345
TianjUni_2017.1.SRP135690___SRR6834172,SRR6834172,TianjUni_2017,TianjUni_2017:1:SRP135690, 17860, 17860, 17247, 17247, 17247
TianjUni_2017.1.SRP135690___SRR6834173,SRR6834173,TianjUni_2017,TianjUni_2017:1:SRP135690, 15206, 15206, 14025, 14025, 14025
TianjUni_2017.1.SRP135690___SRR6834174,SRR6834174,TianjUni_2017,TianjUni_2017:1:SRP135690,  4006,  4006,  3015,  3015,  3015
TianjUni_2017.1.SRP135690___SRR6834175,SRR6834175,TianjUni_2017,TianjUni_2017:1:SRP135690,  4286,  4286,  4276,  4276,  4276
TianjUni_2017.1.SRP135690___SRR6834176,SRR6834176,TianjUni_2017,TianjUni_2017:1:SRP135690, 21393, 21393, 20870, 20870, 20870
TianjUni_2017.1.SRP135690___SRR6834177,SRR6834177,TianjUni_2017,TianjUni_2017:1:SRP135690, 16008, 16008, 16008, 16008, 16008
TianjUni_2017.1.SRP135690___SRR6834178,SRR6834178,TianjUni_2017,TianjUni_2017:1:SRP135690, 16957, 16957, 16807, 16807, 16807
TianjUni_2017.1.SRP135690___SRR6834179,SRR6834179,TianjUni_2017,TianjUni_2017:1:SRP135690,  3850,  3850,  3764,  3764,  3764
TianjUni_2017.1.SRP135690___SRR6834180,SRR6834180,TianjUni_2017,TianjUni_2017:1:SRP135690, 15229, 15229, 15043, 15043, 15043
TianjUni_2017.1.SRP135690___SRR6834181,SRR6834181,TianjUni_2017,TianjUni_2017:1:SRP135690, 18245, 18245, 18245, 18245, 18245
TianjUni_2017.1.SRP135690___SRR6834182,SRR6834182,TianjUni_2017,TianjUni_2017:1:SRP135690, 17205, 17205, 17205, 17205, 17205
TianjUni_2017.1.SRP135690___SRR6834183,SRR6834183,TianjUni_2017,TianjUni_2017:1:SRP135690, 17176, 17176, 16658, 16658, 16658
TianjUni_2017.1.SRP135690___SRR6834184,SRR6834184,TianjUni_2017,TianjUni_2017:1:SRP135690, 17298, 17298, 17161, 17161, 17161
TianjUni_2017.1.SRP135690___SRR6834185,SRR6834185,TianjUni_2017,TianjUni_2017:1:SRP135690, 18667, 18667, 18667, 18667, 18667
TianjUni_2017.1.SRP135690___SRR6834186,SRR6834186,TianjUni_2017,TianjUni_2017:1:SRP135690, 15475, 15475, 13755, 13755, 13755
TianjUni_2017.1.SRP135690___SRR6834187,SRR6834187,TianjUni_2017,TianjUni_2017:1:SRP135690,  9621,  9621,  9462,  9462,  9462
TianjUni_2017.1.SRP135690___SRR6834188,SRR6834188,TianjUni_2017,TianjUni_2017:1:SRP135690, 16465, 16465, 15591, 15591, 15591
TianjUni_2017.1.SRP135690___SRR6834189,SRR6834189,TianjUni_2017,TianjUni_2017:1:SRP135690,     0,     0,     0,     0,     0
Turk_2021.1.no_SRA___SRR13612812,SRR13612812,Turk_2021,Turk_2021:1:no_SRA, 23429, 16715, 16683, 16290, 16070
Turk_2021.1.no_SRA___SRR13612813,SRR13612813,Turk_2021,Turk_2021:1:no_SRA, 29223, 22205, 22139, 21870, 21498
Turk_2021.1.no_SRA___SRR13612814,SRR13612814,Turk_2021,Turk_2021:1:no_SRA, 29831, 22110, 21852, 21349, 21033
Turk_2021.1.no_SRA___SRR13612912,SRR13612912,Turk_2021,Turk_2021:1:no_SRA, 19234, 13623, 12814, 12775, 12313
Turk_2021.1.no_SRA___SRR13612913,SRR13612913,Turk_2021,Turk_2021:1:no_SRA, 29274, 23304, 22943, 22743, 21881
Turk_2021.1.no_SRA___SRR13612914,SRR13612914,Turk_2021,Turk_2021:1:no_SRA, 32671, 14237, 13725, 13385, 12820
Turk_2021.1.no_SRA___SRR13612915,SRR13612915,Turk_2021,Turk_2021:1:no_SRA, 53335, 44836, 44692, 44190, 43806
Turk_2021.10.no_SRA___SRR13612821,SRR13612821,Turk_2021,Turk_2021:10:no_SRA, 36311, 35124, 35118, 35118, 35118
Turk_2021.10.no_SRA___SRR13612822,SRR13612822,Turk_2021,Turk_2021:10:no_SRA, 40545, 36567, 36539, 36539, 36473
Turk_2021.10.no_SRA___SRR13612823,SRR13612823,Turk_2021,Turk_2021:10:no_SRA, 42631, 37721, 37482, 37405, 37252
Turk_2021.11.no_SRA___SRR13612895,SRR13612895,Turk_2021,Turk_2021:11:no_SRA, 44281, 41699, 41651, 41417, 41140
Turk_2021.11.no_SRA___SRR13612896,SRR13612896,Turk_2021,Turk_2021:11:no_SRA, 44148, 41528, 41329, 41174, 40960
Turk_2021.11.no_SRA___SRR13612898,SRR13612898,Turk_2021,Turk_2021:11:no_SRA, 49688, 46917, 46711, 46603, 46403
Turk_2021.12.no_SRA___SRR13612858,SRR13612858,Turk_2021,Turk_2021:12:no_SRA, 47080, 45013, 44845, 44577, 44372
Turk_2021.12.no_SRA___SRR13612859,SRR13612859,Turk_2021,Turk_2021:12:no_SRA, 44292, 40798, 40762, 40377, 40062
Turk_2021.12.no_SRA___SRR13612861,SRR13612861,Turk_2021,Turk_2021:12:no_SRA, 39487, 36493, 36397, 36397, 36197
Turk_2021.13.no_SRA___SRR13612789,SRR13612789,Turk_2021,Turk_2021:13:no_SRA, 25883, 20850, 20714, 19361, 17694
Turk_2021.13.no_SRA___SRR13612790,SRR13612790,Turk_2021,Turk_2021:13:no_SRA, 36552, 29672, 29555, 29199, 28919
Turk_2021.13.no_SRA___SRR13612791,SRR13612791,Turk_2021,Turk_2021:13:no_SRA, 35611, 28596, 28489, 28001, 27699
Turk_2021.14.no_SRA___SRR13612830,SRR13612830,Turk_2021,Turk_2021:14:no_SRA, 39854, 36403, 36212, 35929, 35828
Turk_2021.14.no_SRA___SRR13612831,SRR13612831,Turk_2021,Turk_2021:14:no_SRA, 34286, 30981, 30982, 30792, 30733
Turk_2021.14.no_SRA___SRR13612832,SRR13612832,Turk_2021,Turk_2021:14:no_SRA, 37070, 34381, 34203, 33969, 33881
Turk_2021.15.no_SRA___SRR13612797,SRR13612797,Turk_2021,Turk_2021:15:no_SRA, 22448, 17101, 16952, 16860, 16671
Turk_2021.15.no_SRA___SRR13612808,SRR13612808,Turk_2021,Turk_2021:15:no_SRA, 37864, 34453, 34370, 34281, 34178
Turk_2021.15.no_SRA___SRR13612849,SRR13612849,Turk_2021,Turk_2021:15:no_SRA, 34956, 30744, 30705, 30465, 30404
Turk_2021.15.no_SRA___SRR13612860,SRR13612860,Turk_2021,Turk_2021:15:no_SRA, 47320, 43079, 42939, 42672, 42553
Turk_2021.15.no_SRA___SRR13612885,SRR13612885,Turk_2021,Turk_2021:15:no_SRA, 44725, 41852, 41275, 41100, 40714
Turk_2021.15.no_SRA___SRR13612887,SRR13612887,Turk_2021,Turk_2021:15:no_SRA, 36885, 33646, 33641, 33382, 33102
Turk_2021.15.no_SRA___SRR13612888,SRR13612888,Turk_2021,Turk_2021:15:no_SRA, 40879, 35962, 35961, 35645, 35235
Turk_2021.15.no_SRA___SRR13612889,SRR13612889,Turk_2021,Turk_2021:15:no_SRA, 51122, 46810, 46764, 46631, 46193
Turk_2021.2.no_SRA___SRR13612873,SRR13612873,Turk_2021,Turk_2021:2:no_SRA, 43727, 37440, 37425, 37127, 37034
Turk_2021.2.no_SRA___SRR13612874,SRR13612874,Turk_2021,Turk_2021:2:no_SRA, 41453, 34983, 34172, 34001, 33885
Turk_2021.2.no_SRA___SRR13612875,SRR13612875,Turk_2021,Turk_2021:2:no_SRA, 42100, 38817, 38816, 38663, 38392
Turk_2021.2.no_SRA___SRR13612876,SRR13612876,Turk_2021,Turk_2021:2:no_SRA, 32490, 29238, 29087, 29030, 28995
Turk_2021.3.no_SRA___SRR13612804,SRR13612804,Turk_2021,Turk_2021:3:no_SRA, 36924, 34379, 34341, 34328, 33456
Turk_2021.3.no_SRA___SRR13612805,SRR13612805,Turk_2021,Turk_2021:3:no_SRA, 31150, 29070, 28899, 28852, 28852
Turk_2021.3.no_SRA___SRR13612806,SRR13612806,Turk_2021,Turk_2021:3:no_SRA, 38081, 35975, 35939, 35908, 35869
Turk_2021.4.no_SRA___SRR13612837,SRR13612837,Turk_2021,Turk_2021:4:no_SRA, 38852, 34703, 34549, 34461, 34240
Turk_2021.4.no_SRA___SRR13612838,SRR13612838,Turk_2021,Turk_2021:4:no_SRA, 48464, 45964, 45173, 44898, 44674
Turk_2021.4.no_SRA___SRR13612840,SRR13612840,Turk_2021,Turk_2021:4:no_SRA, 52797, 49662, 49650, 49558, 49414
Turk_2021.4.no_SRA___SRR13612903,SRR13612903,Turk_2021,Turk_2021:4:no_SRA, 24370, 17838, 17208, 16470, 16284
Turk_2021.4.no_SRA___SRR13612904,SRR13612904,Turk_2021,Turk_2021:4:no_SRA, 15555,  7950,  7851,  7233,  6972
Turk_2021.4.no_SRA___SRR13612905,SRR13612905,Turk_2021,Turk_2021:4:no_SRA, 36859, 31715, 31710, 31588, 31528
Turk_2021.4.no_SRA___SRR13612906,SRR13612906,Turk_2021,Turk_2021:4:no_SRA, 47134, 41487, 41245, 41114, 41069
Turk_2021.5.no_SRA___SRR13612846,SRR13612846,Turk_2021,Turk_2021:5:no_SRA, 39799, 36703, 36674, 36634, 36480
Turk_2021.5.no_SRA___SRR13612847,SRR13612847,Turk_2021,Turk_2021:5:no_SRA, 38432, 29716, 29590, 29051, 28653
Turk_2021.5.no_SRA___SRR13612848,SRR13612848,Turk_2021,Turk_2021:5:no_SRA, 37546, 30413, 30378, 29720, 29233
Turk_2021.6.no_SRA___SRR13612865,SRR13612865,Turk_2021,Turk_2021:6:no_SRA, 34713, 30462, 29306, 28951, 28673
Turk_2021.6.no_SRA___SRR13612866,SRR13612866,Turk_2021,Turk_2021:6:no_SRA, 45557, 41230, 41205, 40601, 40264
Turk_2021.6.no_SRA___SRR13612867,SRR13612867,Turk_2021,Turk_2021:6:no_SRA, 36272, 33187, 33179, 33156, 32778
Turk_2021.7.no_SRA___SRR13612850,SRR13612850,Turk_2021,Turk_2021:7:no_SRA, 32852, 30356, 30295, 30219, 30156
Turk_2021.7.no_SRA___SRR13612851,SRR13612851,Turk_2021,Turk_2021:7:no_SRA, 43290, 40338, 40314, 40121, 39888
Turk_2021.7.no_SRA___SRR13612852,SRR13612852,Turk_2021,Turk_2021:7:no_SRA, 38228, 35788, 35671, 35480, 35288
Turk_2021.7.no_SRA___SRR13612853,SRR13612853,Turk_2021,Turk_2021:7:no_SRA, 38247, 35516, 35512, 35237, 35047
Turk_2021.8.no_SRA___SRR13612798,SRR13612798,Turk_2021,Turk_2021:8:no_SRA, 36657, 35454, 35454, 35423, 35380
Turk_2021.8.no_SRA___SRR13612799,SRR13612799,Turk_2021,Turk_2021:8:no_SRA, 37519, 35355, 35316, 35268, 35215
Turk_2021.8.no_SRA___SRR13612800,SRR13612800,Turk_2021,Turk_2021:8:no_SRA, 35414, 33036, 32903, 32826, 32747
Turk_2021.9.no_SRA___SRR13612883,SRR13612883,Turk_2021,Turk_2021:9:no_SRA,  9778,  6558,  3642,  3410,  3069
Turk_2021.9.no_SRA___SRR13612884,SRR13612884,Turk_2021,Turk_2021:9:no_SRA, 35058, 31885, 31521, 31438, 30822
